token,wordform,phones,count
φεύγετε_1,φεύγετε,pʰ eu g e t e,1
φεύγοντα_1,φεύγοντα,pʰ eu g o n t a,5
φεύγοντας_1,φεύγοντας,pʰ eu g o n t a s,2
φεύγοντες_1,φεύγοντες,pʰ eu g o n t e s,7
φεύγοντες_2,φεύγοντες,pʰ eu g o n t e z,3
φεύγοντι_1,φεύγοντι,pʰ eu g o n t i,3
φεύγοντ’_1,φεύγοντ’,pʰ eu g o n t,3
φεύγω_1,φεύγω,pʰ eu g ɔː,2
φεύγωμεν_1,φεύγωμεν,pʰ eu g ɔː m e n,3
φεύγων_1,φεύγων,pʰ eu g ɔː n,9
φεύξεσθαι_1,φεύξεσθαι,pʰ eu k s e s tʰ ai,3
φεύξεσθ’_1,φεύξεσθ’,pʰ eu k s e s tʰ,2
φεύξομαι_1,φεύξομαι,pʰ eu k s o m ai,1
φεύξονται_1,φεύξονται,pʰ eu k s o n t ai,1
φεῦγε_1,φεῦγε,pʰ eu g e,1
φεῦγον_1,φεῦγον,pʰ eu g o n,2
φεῦγ’_1,φεῦγ’,pʰ eu g,1
φηγεύς_1,φηγεύς,pʰ ɛː g eu z,1
φηγεὺς_1,φηγεὺς,pʰ ɛː g eu s,1
φηγόν_1,φηγόν,pʰ ɛː g o n,1
φηγὸν_1,φηγὸν,pʰ ɛː g o n,3
φηγῷ_1,φηγῷ,pʰ ɛː g ɔːi,4
φημί_1,φημί,pʰ ɛː m i,2
φημι_1,φημι,pʰ ɛː m i,24
φημὶ_1,φημὶ,pʰ ɛː m i,10
φημ’_1,φημ’,pʰ ɛː m,1
φηράς_1,φηράς,pʰ ɛː r a s,2
φηρητιάδαο_1,φηρητιάδαο,pʰ ɛː r ɛː t i a d aː o,2
φηρσὶν_1,φηρσὶν,pʰ ɛː r s i n,1
φηρῇ_1,φηρῇ,pʰ ɛː r ɛːi,1
φησι_1,φησι,pʰ ɛː s i,6
φησιν_1,φησιν,pʰ ɛː s i n,3
φησὶ_1,φησὶ,pʰ ɛː s i,2
φησὶν_1,φησὶν,pʰ ɛː s i n,1
φθάμενος_1,φθάμενος,pʰ tʰ a m e n o s,2
φθάμενος_2,φθάμενος,pʰ tʰ a m e n o z,1
φθάμενός_1,φθάμενός,pʰ tʰ a m e n o z,1
φθάνει_1,φθάνει,pʰ tʰ aː n eː,2
φθέγγεο_1,φθέγγεο,pʰ tʰ e ŋ g e o,2
φθέγξατο_1,φθέγξατο,pʰ tʰ e ŋ k s a t o,1
φθέγξατ’_1,φθέγξατ’,pʰ tʰ e ŋ k s a t,1
φθέγξομ’_1,φθέγξομ’,pʰ tʰ e ŋ k s o m,1
φθήσονται_1,φθήσονται,pʰ tʰ ɛː s o n t ai,1
φθήῃ_1,φθήῃ,pʰ tʰ ɛː ɛːi,1
φθίεται_1,φθίεται,pʰ tʰ i e t ai,1
φθίην_1,φθίην,pʰ tʰ iː ɛː n,7
φθίης_1,φθίης,pʰ tʰ iː ɛː s,4
φθίης_2,φθίης,pʰ tʰ iː ɛː z,1
φθίηφι_1,φθίηφι,pʰ tʰ iː ɛː pʰ i,1
φθίμενος_1,φθίμενος,pʰ tʰ i m e n o s,1
φθίνυθον_1,φθίνυθον,pʰ tʰ i n y tʰ o n,1
φθίσει_1,φθίσει,pʰ tʰ iː s eː,2
φθίσειν_1,φθίσειν,pʰ tʰ iː s eː n,1
φθίσεσθαι_1,φθίσεσθαι,pʰ tʰ iː s e s tʰ ai,1
φθίσεσθ’_1,φθίσεσθ’,pʰ tʰ iː s e s tʰ,1
φθίσθαι_1,φθίσθαι,pʰ tʰ i s tʰ ai,2
φθίσονται_1,φθίσονται,pʰ tʰ iː s o n t ai,1
φθίων_1,φθίων,pʰ tʰ iː ɔː n,2
φθίῃ_1,φθίῃ,pʰ tʰ iː ɛːi,1
φθαίη_1,φθαίη,pʰ tʰ ai ɛː,2
φθείρεσθ’_1,φθείρεσθ’,pʰ tʰ eː r e s tʰ,1
φθεγγομένου_1,φθεγγομένου,pʰ tʰ e ŋ g o m e n uː,1
φθεγξάμενος_1,φθεγξάμενος,pʰ tʰ e ŋ k s a m e n o s,2
φθεγξαμένη_1,φθεγξαμένη,pʰ tʰ e ŋ k s a m e n ɛː,1
φθιμένου_1,φθιμένου,pʰ tʰ i m e n uː,1
φθινύθειν_1,φθινύθειν,pʰ tʰ i n y tʰ eː n,1
φθινύθεσκε_1,φθινύθεσκε,pʰ tʰ i n y tʰ e s k e,1
φθινύθουσι_1,φθινύθουσι,pʰ tʰ i n y tʰ uː s i,1
φθινύθουσιν_1,φθινύθουσιν,pʰ tʰ i n y tʰ uː s i n,1
φθιρῶν_1,φθιρῶν,pʰ tʰ iː r ɔː n,1
φθισήνορα_1,φθισήνορα,pʰ tʰ iː s ɛː n o r a,5
φθισίμβροτος_1,φθισίμβροτος,pʰ tʰ iː s i m b r o t o s,1
φθιόμεσθα_1,φθιόμεσθα,pʰ tʰ i o m e s tʰ a,1
φθογγὴν_1,φθογγὴν,pʰ tʰ o ŋ g ɛː n,2
φθογγῆς_1,φθογγῆς,pʰ tʰ o ŋ g ɛː s,1
φθονέουσ’_1,φθονέουσ’,pʰ tʰ o n e uː s,1
φθονέω_1,φθονέω,pʰ tʰ o n e ɔː,1
φθόγγον_1,φθόγγον,pʰ tʰ o ŋ g o n,1
φθὰν_1,φθὰν,pʰ tʰ a n,1
φθῆ_1,φθῆ,pʰ tʰ ɛː,1
φθῇσιν_1,φθῇσιν,pʰ tʰ ɛːi s i n,1
φθῖοι_1,φθῖοι,pʰ tʰ iː oi,1
φιάλη_1,φιάλη,pʰ i a l ɛː,1
φιάλην_1,φιάλην,pʰ i a l ɛː n,2
φιάλῃ_1,φιάλῃ,pʰ i a l ɛːi,1
φιλέει_1,φιλέει,pʰ i l e eː,1
φιλέειν_1,φιλέειν,pʰ i l e eː n,1
φιλέεις_1,φιλέεις,pʰ i l e eː s,1
φιλέεσθε_1,φιλέεσθε,pʰ i l e e s tʰ e,1
φιλέεσκε_1,φιλέεσκε,pʰ i l e e s k e,1
φιλέεσκεν_1,φιλέεσκεν,pʰ i l e e s k e n,2
φιλέοντι_1,φιλέοντι,pʰ i l e o n t i,1
φιλέουσά_1,φιλέουσά,pʰ i l e uː s a,4
φιλέουσιν_1,φιλέουσιν,pʰ i l e uː s i n,1
φιλέουσ’_1,φιλέουσ’,pʰ i l e uː s,1
φιλέων_1,φιλέων,pʰ i l e ɔː n,1
φιλήμεναι_1,φιλήμεναι,pʰ i l ɛː m e n ai,1
φιλήσῃ_1,φιλήσῃ,pʰ i l ɛː s ɛːi,2
φιλεῖ_1,φιλεῖ,pʰ i l eː,5
φιλητορίδην_1,φιλητορίδην,pʰ i l ɛː t o r i d ɛː n,1
φιλοκτήταο_1,φιλοκτήταο,pʰ i l o k t ɛː t aː o,1
φιλοκτήτης_1,φιλοκτήτης,pʰ i l o k t ɛː t ɛː s,1
φιλοκτεανώτατε_1,φιλοκτεανώτατε,pʰ i l o k t e a n ɔː t a t e,1
φιλομειδής_1,φιλομειδής,pʰ i l o m eː d ɛː s,1
φιλομειδὴς_1,φιλομειδὴς,pʰ i l o m eː d ɛː s,3
φιλομμειδὴς_1,φιλομμειδὴς,pʰ i l o m m eː d ɛː s,1
φιλοπτολέμοισι_1,φιλοπτολέμοισι,pʰ i l o p t o l e m oi s i,6
φιλοπτολέμοισιν_1,φιλοπτολέμοισιν,pʰ i l o p t o l e m oi s i n,3
φιλοπτολέμων_1,φιλοπτολέμων,pʰ i l o p t o l e m ɔː n,1
φιλοφροσύνη_1,φιλοφροσύνη,pʰ i l o pʰ r o s y n ɛː,1
φιλοψευδὴς_1,φιλοψευδὴς,pʰ i l o p s eu d ɛː s,1
φιλότης_1,φιλότης,pʰ i l o t ɛː s,2
φιλότητί_1,φιλότητί,pʰ i l o t ɛː t i,1
φιλότητα_1,φιλότητα,pʰ i l o t ɛː t a,10
φιλότητι_1,φιλότητι,pʰ i l o t ɛː t i,16
φιλότητος_1,φιλότητος,pʰ i l o t ɛː t o s,4
φιτροὺς_1,φιτροὺς,pʰ i t r uː s,1
φιτρῶν_1,φιτρῶν,pʰ i t r ɔː n,2
φλέβα_1,φλέβα,pʰ l e b a,1
φλέγει_1,φλέγει,pʰ l e g eː,1
φλέγετο_1,φλέγετο,pʰ l e g e t o,1
φλέγμα_1,φλέγμα,pʰ l e g m a,1
φλεγέθει_1,φλεγέθει,pʰ l e g e tʰ eː,1
φλεγέθοντι_1,φλεγέθοντι,pʰ l e g e tʰ o n t i,1
φλεγέθουσιν_1,φλεγέθουσιν,pʰ l e g e tʰ uː s i n,1
φλεγεθοίατο_1,φλεγεθοίατο,pʰ l e g e tʰ oi a t o,1
φλεγύας_1,φλεγύας,pʰ l e g y a z,1
φλοίσβοιο_1,φλοίσβοιο,pʰ l oi z b oi o,2
φλοίσβου_1,φλοίσβου,pʰ l oi z b uː,2
φλογὶ_1,φλογὶ,pʰ l o g i,7
φλογὸς_1,φλογὸς,pʰ l o g o s,2
φλοιόν_1,φλοιόν,pʰ l oi o n,1
φλόγα_1,φλόγα,pʰ l o g a,4
φλόγεα_1,φλόγεα,pʰ l o g e aː,2
φλόγ’_1,φλόγ’,pʰ l o g,1
φλόξ_1,φλόξ,pʰ l o k s,2
φλὸξ_1,φλὸξ,pʰ l o k s,3
φοίβου_1,φοίβου,pʰ oi b uː,3
φοίβῳ_1,φοίβῳ,pʰ oi b ɔːi,1
φοίνικα_1,φοίνικα,pʰ oi n iː k a,1
φοίνικες_1,φοίνικες,pʰ oi n iː k e z,1
φοίνικι_1,φοίνικι,pʰ oi n iː k i,8
φοίνικος_1,φοίνικος,pʰ oi n iː k o s,1
φοίτα_1,φοίτα,pʰ oi t aː,3
φοίτα_2,φοίτα,pʰ oi t a,1
φοίτων_1,φοίτων,pʰ oi t ɔː n,1
φοβέειν_1,φοβέειν,pʰ o b e eː n,1
φοβέεσθαι_1,φοβέεσθαι,pʰ o b e e s tʰ ai,1
φοβέοντο_1,φοβέοντο,pʰ o b e o n t o,4
φοβέουσι_1,φοβέουσι,pʰ o b e uː s i,1
φοβήσομαι_1,φοβήσομαι,pʰ o b ɛː s o m ai,1
φοβεύμενος_1,φοβεύμενος,pʰ o b eu m e n o s,1
φοβεῖ_1,φοβεῖ,pʰ o b eː,2
φοβεῖται_1,φοβεῖται,pʰ o b eː t ai,4
φοβηθείς_1,φοβηθείς,pʰ o b ɛː tʰ eː s,1
φοβηθεὶς_1,φοβηθεὶς,pʰ o b ɛː tʰ eː s,1
φοβῆσαί_1,φοβῆσαί,pʰ o b ɛː s ai,1
φοβῆσαι_1,φοβῆσαι,pʰ o b ɛː s ai,1
φοινήεντα_1,φοινήεντα,pʰ oi n ɛː e n t a,2
φοινικόεσσαι_1,φοινικόεσσαι,pʰ oi n i k o e s s ai,1
φοινικόεσσαν_1,φοινικόεσσαν,pʰ oi n i k o e s s a n,1
φοινόν_1,φοινόν,pʰ oi n o n,1
φοιτήσασα_1,φοιτήσασα,pʰ oi t ɛː s aː s a,1
φοιτήτην_1,φοιτήτην,pʰ oi t ɛː t ɛː n,1
φοιτᾷ_1,φοιτᾷ,pʰ oi t aːi,1
φοιτῶντε_1,φοιτῶντε,pʰ oi t ɔː n t e,1
φολκὸς_1,φολκὸς,pʰ o l k o s,1
φονῆος_1,φονῆος,pʰ o n ɛː o s,2
φονῇσιν_1,φονῇσιν,pʰ o n ɛːi s i n,2
φοξὸς_1,φοξὸς,pʰ o k s o s,1
φορέει_1,φορέει,pʰ o r e eː,1
φορέειν_1,φορέειν,pʰ o r e eː n,4
φορέεσκε_1,φορέεσκε,pʰ o r e e s k e,4
φορέεσκον_1,φορέεσκον,pʰ o r e e s k o n,2
φορέοις_1,φορέοις,pʰ o r e oi z,1
φορέοντες_1,φορέοντες,pʰ o r e o n t e s,1
φορέουσα_1,φορέουσα,pʰ o r e uː s a,1
φορέουσι_1,φορέουσι,pʰ o r e uː s i,2
φορέουσιν_1,φορέουσιν,pʰ o r e uː s i n,1
φορήμεναι_1,φορήμεναι,pʰ o r ɛː m e n ai,1
φορβῆς_1,φορβῆς,pʰ o r b ɛː s,2
φορεούσας_1,φορεούσας,pʰ o r e uː s a s,1
φορῆες_1,φορῆες,pʰ o r ɛː e s,1
φορῆναι_1,φορῆναι,pʰ o r ɛː n ai,3
φοῖβε_1,φοῖβε,pʰ oi b e,6
φοῖβον_1,φοῖβον,pʰ oi b o n,1
φοῖβος_1,φοῖβος,pʰ oi b o s,37
φοῖνιξ_1,φοῖνιξ,pʰ oi n iː k s,9
φράδμων_1,φράδμων,pʰ r a d m ɔː n,1
φράζεαι_1,φράζεαι,pʰ r a z d e ai,1
φράζεο_1,φράζεο,pʰ r a z d e o,7
φράζεσθαι_1,φράζεσθαι,pʰ r a z d e s tʰ ai,1
φράζεσθε_1,φράζεσθε,pʰ r a z d e s tʰ e,3
φράζεσθον_1,φράζεσθον,pʰ r a z d e s tʰ o n,1
φράζεσθ’_1,φράζεσθ’,pʰ r a z d e s tʰ,1
φράζετο_1,φράζετο,pʰ r a z d e t o,2
φράζευ_1,φράζευ,pʰ r a z d eu,1
φράζονται_1,φράζονται,pʰ r a z d o n t ai,3
φράζωνται_1,φράζωνται,pʰ r a z d ɔː n t ai,1
φράξαντες_1,φράξαντες,pʰ r a k s a n t e s,1
φράξαντες_2,φράξαντες,pʰ r a k s a n t e z,1
φράξαντο_1,φράξαντο,pʰ r a k s a n t o,1
φράσαι_1,φράσαι,pʰ r a s ai,1
φράσατο_1,φράσατο,pʰ r a s a t o,1
φράσομαι_1,φράσομαι,pʰ r a s o m ai,1
φράσσαντο_1,φράσσαντο,pʰ r a s s a n t o,1
φράσσατο_1,φράσσατο,pʰ r a s s a t o,2
φρένα_1,φρένα,pʰ r e n a,28
φρένας_1,φρένας,pʰ r e n a s,38
φρένες_1,φρένες,pʰ r e n e s,12
φρέν’_1,φρέν’,pʰ r e n,1
φρήν_1,φρήν,pʰ r ɛː n,1
φρήτρας_1,φρήτρας,pʰ r ɛː t r aː s,1
φρήτρη_1,φρήτρη,pʰ r ɛː t r ɛː,1
φρήτρηφιν_1,φρήτρηφιν,pʰ r ɛː t r ɛː pʰ i n,1
φρίσσει_1,φρίσσει,pʰ r i s s eː,1
φρίσσουσιν_1,φρίσσουσιν,pʰ r i s s uː s i n,1
φραδέος_1,φραδέος,pʰ r a d e o z,1
φραδμονίδην_1,φραδμονίδην,pʰ r a d m o n i d ɛː n,1
φραζέσθω_1,φραζέσθω,pʰ r a z d e s tʰ ɔː,3
φραζομένῳ_1,φραζομένῳ,pʰ r a z d o m e n ɔːi,1
φραζώμεθα_1,φραζώμεθα,pʰ r a z d ɔː m e tʰ a,2
φραζώμεθ’_1,φραζώμεθ’,pʰ r a z d ɔː m e tʰ,2
φραζώμεσθ’_1,φραζώμεσθ’,pʰ r a z d ɔː m e s tʰ,1
φρασσόμεθ’_1,φρασσόμεθ’,pʰ r a s s o m e tʰ,1
φραχθέντες_1,φραχθέντες,pʰ r a kʰ tʰ e n t e s,1
φρείατα_1,φρείατα,pʰ r eː a t a,1
φρεσί_1,φρεσί,pʰ r e s i,4
φρεσίν_1,φρεσίν,pʰ r e s i n,11
φρεσὶ_1,φρεσὶ,pʰ r e s i,62
φρεσὶν_1,φρεσὶν,pʰ r e s i n,21
φρικὸς_1,φρικὸς,pʰ r iː k o z,1
φρονέειν_1,φρονέειν,pʰ r o n e eː n,2
φρονέεις_1,φρονέεις,pʰ r o n e eː s,3
φρονέοντα_1,φρονέοντα,pʰ r o n e o n t a,2
φρονέοντε_1,φρονέοντε,pʰ r o n e o n t e,4
φρονέοντες_1,φρονέοντες,pʰ r o n e o n t e s,4
φρονέοντι_1,φρονέοντι,pʰ r o n e o n t i,4
φρονέοντ’_1,φρονέοντ’,pʰ r o n e o n t,3
φρονέουσα_1,φρονέουσα,pʰ r o n e uː s a,4
φρονέουσι_1,φρονέουσι,pʰ r o n e uː s i,1
φρονέουσιν_1,φρονέουσιν,pʰ r o n e uː s i n,1
φρονέω_1,φρονέω,pʰ r o n e ɔː,3
φρονέων_1,φρονέων,pʰ r o n e ɔː n,24
φρονεόντων_1,φρονεόντων,pʰ r o n e o n t ɔː n,2
φρυγίη_1,φρυγίη,pʰ r y g i ɛː,1
φρυγίην_1,φρυγίην,pʰ r y g i ɛː n,2
φρυγίης_1,φρυγίης,pʰ r y g i ɛː s,1
φρυγίῃ_1,φρυγίῃ,pʰ r y g i ɛːi,1
φρόνεον_1,φρόνεον,pʰ r o n e o n,2
φρόντιδι_1,φρόντιδι,pʰ r o n t i d i,1
φρύγας_1,φρύγας,pʰ r y g a s,2
φρύγες_1,φρύγες,pʰ r y g e s,1
φρὶξ_1,φρὶξ,pʰ r iː k s,1
φρῖχ’_1,φρῖχ’,pʰ r iː kʰ,1
φυήν_1,φυήν,pʰ y ɛː n,2
φυγέειν_1,φυγέειν,pʰ y g e eː n,3
φυγεῖν_1,φυγεῖν,pʰ y g eː n,2
φυγόντε_1,φυγόντε,pʰ y g o n t e,1
φυγὼν_1,φυγὼν,pʰ y g ɔː n,1
φυζακινῇς_1,φυζακινῇς,pʰ y z d a k i n ɛːi s,1
φυκιόεντι_1,φυκιόεντι,pʰ yː k i o e n t i,1
φυκτὰ_1,φυκτὰ,pʰ y k t a,1
φυλάκεσσι_1,φυλάκεσσι,pʰ y l a k e s s i,2
φυλάκεσσιν_1,φυλάκεσσιν,pʰ y l a k e s s i n,1
φυλάκεσσ’_1,φυλάκεσσ’,pʰ y l a k e s s,1
φυλάκην_1,φυλάκην,pʰ y l a k ɛː n,1
φυλάκους_1,φυλάκους,pʰ y l a k uː z,1
φυλάκων_1,φυλάκων,pʰ y l a k ɔː n,3
φυλάκῃ_1,φυλάκῃ,pʰ y l a k ɛːi,3
φυλάξομεν_1,φυλάξομεν,pʰ y l a k s o m e n,1
φυλάσσει_1,φυλάσσει,pʰ y l a s s eː,1
φυλάσσειν_1,φυλάσσειν,pʰ y l a s s eː n,1
φυλάσσεις_1,φυλάσσεις,pʰ y l a s s eː s,1
φυλάσσετε_1,φυλάσσετε,pʰ y l a s s e t e,2
φυλάσσοις_1,φυλάσσοις,pʰ y l a s s oi s,1
φυλάσσονται_1,φυλάσσονται,pʰ y l a s s o n t ai,2
φυλάσσοντας_1,φυλάσσοντας,pʰ y l a s s o n t a s,1
φυλάσσω_1,φυλάσσω,pʰ y l a s s ɔː,1
φυλάσσων_1,φυλάσσων,pʰ y l a s s ɔː n,1
φυλέος_1,φυλέος,pʰ yː l e o s,2
φυλακίδαο_1,φυλακίδαο,pʰ yː l a k i d aː o,2
φυλακαί_1,φυλακαί,pʰ y l a k ai,1
φυλακτῆρες_1,φυλακτῆρες,pʰ y l a k t ɛː r e z,1
φυλακτῆρες_2,φυλακτῆρες,pʰ y l a k t ɛː r e s,2
φυλακὰς_1,φυλακὰς,pʰ y l a k aː s,2
φυλακὰς_2,φυλακὰς,pʰ y l a k aː z,1
φυλακὴ_1,φυλακὴ,pʰ y l a k ɛː,1
φυλακῆς_1,φυλακῆς,pʰ y l a k ɛː z,2
φυλακῆς_2,φυλακῆς,pʰ y l a k ɛː s,1
φυλασσέμεναί_1,φυλασσέμεναί,pʰ y l a s s e m e n ai,1
φυλασσέμεναι_1,φυλασσέμεναι,pʰ y l a s s e m e n ai,2
φυλασσομένοισι_1,φυλασσομένοισι,pʰ y l a s s o m e n oi s i,1
φυλεΐδαο_1,φυλεΐδαο,pʰ yː l e i d aː o,1
φυλεΐδεω_1,φυλεΐδεω,pʰ yː l e i d e ɔː,1
φυλεΐδην_1,φυλεΐδην,pʰ yː l e i d ɛː n,1
φυλεΐδης_1,φυλεΐδης,pʰ yː l e i d ɛː s,2
φυλεΐδης_2,φυλεΐδης,pʰ yː l e i d ɛː z,2
φυλεύς_1,φυλεύς,pʰ yː l eu s,1
φυλεὺς_1,φυλεὺς,pʰ yː l eu s,1
φυλομέδουσα_1,φυλομέδουσα,pʰ yː l o m e d uː s a,1
φυλόπιδος_1,φυλόπιδος,pʰ yː l o p i d o s,3
φυλόπιδος_2,φυλόπιδος,pʰ yː l o p i d o z,2
φυλῆά_1,φυλῆά,pʰ yː l ɛː a,1
φυσίζοος_1,φυσίζοος,pʰ yː s i z d o o s,2
φυσιόωντας_1,φυσιόωντας,pʰ yː s i o ɔː n t a s,2
φυσῶντες_1,φυσῶντες,pʰ yː s ɔː n t e z,1
φυταλιῆς_1,φυταλιῆς,pʰ yː t a l i ɛː s,3
φυτεῦσαι_1,φυτεῦσαι,pʰ y t eu s ai,1
φυτὰ_1,φυτὰ,pʰ y t a,1
φυτὸν_1,φυτὸν,pʰ y t o n,2
φυτῶν_1,φυτῶν,pʰ y t ɔː n,1
φυὴν_1,φυὴν,pʰ y ɛː n,2
φωκήων_1,φωκήων,pʰ ɔː k ɛː ɔː n,4
φωνή_1,φωνή,pʰ ɔː n ɛː,3
φωνήν_1,φωνήν,pʰ ɔː n ɛː n,5
φωνήσαντε_1,φωνήσαντε,pʰ ɔː n ɛː s aː n t e,2
φωνήσαντες_1,φωνήσαντες,pʰ ɔː n ɛː s aː n t e s,1
φωνήσαντος_1,φωνήσαντος,pʰ ɔː n ɛː s aː n t o s,2
φωνήσας_1,φωνήσας,pʰ ɔː n ɛː s aː s,39
φωνήσας_2,φωνήσας,pʰ ɔː n ɛː s aː z,3
φωνήσασα_1,φωνήσασα,pʰ ɔː n ɛː s aː s a,8
φωνήσασ’_1,φωνήσασ’,pʰ ɔː n ɛː s aː s,4
φωνησάσης_1,φωνησάσης,pʰ ɔː n ɛː s aː s ɛː s,2
φωνὴ_1,φωνὴ,pʰ ɔː n ɛː,4
φωνῇ_1,φωνῇ,pʰ ɔː n ɛːi,3
φωριαμῶν_1,φωριαμῶν,pʰ ɔː r i a m ɔː n,1
φωτί_1,φωτί,pʰ ɔː t i,1
φωτός_1,φωτός,pʰ ɔː t o s,6
φωτὶ_1,φωτὶ,pʰ ɔː t i,7
φωτὸς_1,φωτὸς,pʰ ɔː t o s,1
φωτῶν_1,φωτῶν,pʰ ɔː t ɔː n,4
φόβηθεν_1,φόβηθεν,pʰ o b ɛː tʰ e n,4
φόβησεν_1,φόβησεν,pʰ o b ɛː s e n,1
φόβοιο_1,φόβοιο,pʰ o b oi o,13
φόβον_1,φόβον,pʰ o b o n,14
φόβος_1,φόβος,pʰ o b o s,8
φόβος_2,φόβος,pʰ o b o z,1
φόβου_1,φόβου,pʰ o b uː,1
φόβῳ_1,φόβῳ,pʰ o b ɔːi,1
φόνοιο_1,φόνοιο,pʰ o n oi o,2
φόνον_1,φόνον,pʰ o n o n,14
φόνος_1,φόνος,pʰ o n o s,2
φόνῳ_1,φόνῳ,pʰ o n ɔːi,2
φόρβαντος_1,φόρβαντος,pʰ o r b a n t o s,2
φόρει_1,φόρει,pʰ o r eː,1
φόρησεν_1,φόρησεν,pʰ o r ɛː s e n,1
φόρκυν_1,φόρκυν,pʰ o r k yː n,2
φόρκυνα_1,φόρκυνα,pʰ o r k yː n a,1
φόρκυς_1,φόρκυς,pʰ o r k yː s,1
φόρμιγγές_1,φόρμιγγές,pʰ o r m i ŋ g e s,1
φόρμιγγα_1,φόρμιγγα,pʰ o r m i ŋ g a,1
φόρμιγγι_1,φόρμιγγι,pʰ o r m i ŋ g i,3
φόρμιγγος_1,φόρμιγγος,pʰ o r m i ŋ g o s,1
φόως_1,φόως,pʰ o ɔː s,5
φόως_2,φόως,pʰ o ɔː z,9
φύγαδε_1,φύγαδε,pʰ y g a d e,2
φύγαδ’_1,φύγαδ’,pʰ y g a d,3
φύγε_1,φύγε,pʰ y g e,1
φύγεν_1,φύγεν,pʰ y g e n,5
φύγοι_1,φύγοι,pʰ y g oi,4
φύγοιμεν_1,φύγοιμεν,pʰ y g oi m e n,1
φύγον_1,φύγον,pʰ y g o n,4
φύγῃ_1,φύγῃ,pʰ y g ɛːi,3
φύγῃσι_1,φύγῃσι,pʰ y g ɛːi s i,4
φύγῃσιν_1,φύγῃσιν,pʰ y g ɛːi s i n,1
φύει_1,φύει,pʰ y eː,2
φύεν_1,φύεν,pʰ y e n,1
φύζα_1,φύζα,pʰ y z d a,1
φύζαν_1,φύζαν,pʰ y z d a n,4
φύλακάς_1,φύλακάς,pʰ y l a k a s,1
φύλακας_1,φύλακας,pʰ y l a k a s,1
φύλακον_1,φύλακον,pʰ y l a k o n,1
φύλαντος_1,φύλαντος,pʰ yː l aː n t o s,1
φύλαξεν_1,φύλαξεν,pʰ y l a k s e n,1
φύλας_1,φύλας,pʰ yː l aː s,1
φύλασσε_1,φύλασσε,pʰ y l a s s e,2
φύλλά_1,φύλλά,pʰ y l l a,1
φύλλα_1,φύλλα,pʰ y l l a,4
φύλλοισιν_1,φύλλοισιν,pʰ y l l oi s i n,2
φύλλων_1,φύλλων,pʰ y l l ɔː n,1
φύλοις_1,φύλοις,pʰ yː l oi s,1
φύλοπιν_1,φύλοπιν,pʰ yː l o p i n,8
φύλοπις_1,φύλοπις,pʰ yː l o p i s,6
φύξίν_1,φύξίν,pʰ y k s i n,1
φύξηλιν_1,φύξηλιν,pʰ y k s ɛː l i n,1
φύξιν_1,φύξιν,pʰ y k s i n,2
φύσας_1,φύσας,pʰ yː s aː s,3
φύσας_2,φύσας,pʰ yː s aː z,1
φύσει_1,φύσει,pʰ yː s eː,1
φώνησέν_1,φώνησέν,pʰ ɔː n ɛː s e n,17
φώς_1,φώς,pʰ ɔː s,9
φὰν_1,φὰν,pʰ a n,1
φὰς_1,φὰς,pʰ aː s,1
φὴ_1,φὴ,pʰ ɛː,2
φὼς_1,φὼς,pʰ ɔː s,5
φᾶρίν_1,φᾶρίν,pʰ aː r i n,1
φᾶρος_1,φᾶρος,pʰ aː r o s,3
φῂς_1,φῂς,pʰ ɛːi s,3
φῆ_1,φῆ,pʰ ɛː,3
φῆμιν_1,φῆμιν,pʰ ɛː m i n,1
φῆν_1,φῆν,pʰ ɛː n,1
φῆρας_1,φῆρας,pʰ ɛː r a s,1
φῆς_1,φῆς,pʰ ɛː s,1
φῆσθα_1,φῆσθα,pʰ ɛː s tʰ a,1
φῖλαι_1,φῖλαι,pʰ iː l ai,2
